City,Province,Latitude...3,Longitude...4,full_address,Latitude...6,Longitude...7
Maces Bay,New Brunswick,NA,NA,"Maces Bay, New Brunswick, Canada",45.0905703,-66.4668361
MacGregor,Manitoba,NA,NA,"MacGregor, Manitoba, Canada",49.9662855,-98.7788156
Mackenzie,British Columbia,NA,NA,"Mackenzie, British Columbia, Canada",55.3243966,-123.0926095
Macklin,Saskatchewan,NA,NA,"Macklin, Saskatchewan, Canada",52.3368517,-109.9441992
Macrorie,Saskatchewan,NA,NA,"Macrorie, Saskatchewan, Canada",51.3268221,-107.0853551
MacTier,Ontario,NA,NA,"MacTier, Ontario, Canada",45.1362642,-79.7692236
Madoc,Ontario,NA,NA,"Madoc, Ontario, Canada",44.5818001,-77.507668
Madsen,Ontario,NA,NA,"Madsen, Ontario, Canada",50.966667,-93.916667
Mafeking,Manitoba,NA,NA,"Mafeking, Manitoba, Canada",52.6837998,-101.1102962
Magnetawan,Ontario,NA,NA,"Magnetawan, Ontario, Canada",45.6651963,-79.6438541
Magnetawan First Nation,Ontario,NA,NA,"Magnetawan First Nation, Ontario, Canada",45.7483902,-80.4601854
Magog,Quebec,NA,NA,"Magog, Quebec, Canada",45.2658014,-72.1480686
Magrath,Alberta,NA,NA,"Magrath, Alberta, Canada",49.4169215,-112.866984
Mahone Bay,Nova Scotia,NA,NA,"Mahone Bay, Nova Scotia, Canada",44.4488931,-64.387173
Maidstone,Ontario,NA,NA,"Maidstone, Ontario, Canada",42.2094717,-82.8874849
Maidstone,Saskatchewan,NA,NA,"Maidstone, Saskatchewan, Canada",53.0862269,-109.2960964
Main Brook,Newfoundland,NA,NA,"Main Brook, Newfoundland, Canada",51.1843799,-56.0157551
Maitland,Nova Scotia,NA,NA,"Maitland, Nova Scotia, Canada",44.4278782,-64.4635743
Maitland,Ontario,NA,NA,"Maitland, Ontario, Canada",44.6361042,-75.6119045
Makkovik,Newfoundland,NA,NA,"Makkovik, Newfoundland, Canada",55.084263,-59.1773419
Malartic,Quebec,NA,NA,"Malartic, Quebec, Canada",48.137225,-78.125153
Mallorytown,Ontario,NA,NA,"Mallorytown, Ontario, Canada",44.4775491,-75.8792729
Malton,Ontario,NA,NA,"Malton, Ontario, Canada",43.7051705,-79.6382343
Manic-Cinq,Quebec,NA,NA,"Manic-Cinq, Quebec, Canada",NA,NA
Manigotagan,Manitoba,NA,NA,"Manigotagan, Manitoba, Canada",51.1031853,-96.2921615
Manitou,Manitoba,NA,NA,"Manitou, Manitoba, Canada",49.2398981,-98.5388162
Manitouwadge,Ontario,NA,NA,"Manitouwadge, Ontario, Canada",49.121541,-85.8384058
Manitowaning,Ontario,NA,NA,"Manitowaning, Ontario, Canada",45.742986,-81.810439
Maniwaki,Quebec,NA,NA,"Maniwaki, Quebec, Canada",46.3778839,-75.9807967
Mankota,Saskatchewan,NA,NA,"Mankota, Saskatchewan, Canada",49.2584301,-107.0200906
Manning,Alberta,NA,NA,"Manning, Alberta, Canada",56.9234624,-117.627262
Mannville,Alberta,NA,NA,"Mannville, Alberta, Canada",53.3373297,-111.1756071
Manor,Saskatchewan,NA,NA,"Manor, Saskatchewan, Canada",49.6048061,-102.0858736
Manotick,Ontario,NA,NA,"Manotick, Ontario, Canada",45.2264407,-75.6860593
Manouane,Quebec,NA,NA,"Manouane, Quebec, Canada",47.2214144,-74.3876624
Manseau,Quebec,NA,NA,"Manseau, Quebec, Canada",46.367542,-72.003021
Mansonville,Quebec,NA,NA,"Mansonville, Quebec, Canada",45.0498357,-72.391857
Manyberries,Alberta,NA,NA,"Manyberries, Alberta, Canada",49.4007037,-110.6946331
Maple,Ontario,NA,NA,"Maple, Ontario, Canada",43.8594952,-79.5068973
Maple Creek,Saskatchewan,NA,NA,"Maple Creek, Saskatchewan, Canada",49.9056917,-109.4800219
Maple Grove,Quebec,NA,NA,"Maple Grove, Quebec, Canada",46.0857099,-71.5316863
Maple Ridge,British Columbia,NA,NA,"Maple Ridge, British Columbia, Canada",49.2197345,-122.599707
Marathon,Ontario,NA,NA,"Marathon, Ontario, Canada",48.7209349,-86.371598
Marcelin,Saskatchewan,NA,NA,"Marcelin, Saskatchewan, Canada",52.9264436,-106.7910341
Margaree Forks,Nova Scotia,NA,NA,"Margaree Forks, Nova Scotia, Canada",46.3329379,-61.0960567
Margo,Saskatchewan,NA,NA,"Margo, Saskatchewan, Canada",51.8257178,-103.3369483
Maria,Quebec,NA,NA,"Maria, Quebec, Canada",48.1741357,-65.9822498
Marieville,Quebec,NA,NA,"Marieville, Quebec, Canada",45.4314173,-73.1637449
Marion Bridge,Nova Scotia,NA,NA,"Marion Bridge, Nova Scotia, Canada",45.9807994,-60.2123061
Markdale,Ontario,NA,NA,"Markdale, Ontario, Canada",44.31869,-80.648575
Markham,Ontario,NA,NA,"Markham, Ontario, Canada",43.8563707,-79.3376825
Markstay,Ontario,NA,NA,"Markstay, Ontario, Canada",46.493448,-80.5423985
Marlboro,Alberta,NA,NA,"Marlboro, Alberta, Canada",53.5551396,-116.7976547
Marmora,Ontario,NA,NA,"Marmora, Ontario, Canada",44.4827759,-77.6823297
Marquis,Saskatchewan,NA,NA,"Marquis, Saskatchewan, Canada",50.6202829,-105.719782
Marsden,Saskatchewan,NA,NA,"Marsden, Saskatchewan, Canada",52.8415045,-109.8267711
Marsh Lake,Yukon,NA,NA,"Marsh Lake, Yukon, Canada",60.4316721,-134.2857568
Marshall,Saskatchewan,NA,NA,"Marshall, Saskatchewan, Canada",53.1928818,-109.7782691
Marsoui,Quebec,NA,NA,"Marsoui, Quebec, Canada",49.2149677,-66.0685164
Marten Falls First Nation,Ontario,NA,NA,"Marten Falls First Nation, Ontario, Canada",51.6550788,-85.9094628
Marten River,Ontario,NA,NA,"Marten River, Ontario, Canada",46.7359581,-79.8052932
Martensville,Saskatchewan,NA,NA,"Martensville, Saskatchewan, Canada",52.2903172,-106.662554
Martintown,Ontario,NA,NA,"Martintown, Ontario, Canada",45.1545958,-74.7105965
Marwayne,Alberta,NA,NA,"Marwayne, Alberta, Canada",53.516667,-110.333333
Maryfield,Saskatchewan,NA,NA,"Maryfield, Saskatchewan, Canada",49.8363146,-101.5247956
Marystown,Newfoundland,NA,NA,"Marystown, Newfoundland, Canada",47.1658498,-55.1579778
Mary`s Harbour,Newfoundland,NA,NA,"Mary`s Harbour, Newfoundland, Canada",52.3097092,-55.8377319
Mascouche,Quebec,NA,NA,"Mascouche, Quebec, Canada",45.7453521,-73.6005591
Maskinonge,Quebec,NA,NA,"Maskinonge, Quebec, Canada",46.2282338,-73.0164873
Masset,British Columbia,NA,NA,"Masset, British Columbia, Canada",54.0124473,-132.1452236
Massey,Ontario,NA,NA,"Massey, Ontario, Canada",46.2126468,-82.0771831
Massey Drive,Newfoundland,NA,NA,"Massey Drive, Newfoundland, Canada",48.9358856,-57.8928021
Masson-Angers,Quebec,NA,NA,"Masson-Angers, Quebec, Canada",45.5445205,-75.4165282
Massueville,Quebec,NA,NA,"Massueville, Quebec, Canada",45.9111712,-72.9286685
Mastigouche,Quebec,NA,NA,"Mastigouche, Quebec, Canada",46.6952558,-73.4362155
Matachewan,Ontario,NA,NA,"Matachewan, Ontario, Canada",47.9394185,-80.6472976
Matagami,Quebec,NA,NA,"Matagami, Quebec, Canada",51.9635261,-75.0326514
Matane,Quebec,NA,NA,"Matane, Quebec, Canada",48.8468883,-67.5295198
Matapedia,Quebec,NA,NA,"Matapedia, Quebec, Canada",47.9741641,-66.9531464
Matheson,Ontario,NA,NA,"Matheson, Ontario, Canada",48.5354964,-80.464681
Mattawa,Ontario,NA,NA,"Mattawa, Ontario, Canada",46.317296,-78.703308
Mattice,Ontario,NA,NA,"Mattice, Ontario, Canada",49.6127343,-83.2619479
Maxville,Ontario,NA,NA,"Maxville, Ontario, Canada",45.2885939,-74.8554938
Mayerthorpe,Alberta,NA,NA,"Mayerthorpe, Alberta, Canada",53.9523674,-115.13841
Maymont,Saskatchewan,NA,NA,"Maymont, Saskatchewan, Canada",52.5640249,-107.7075676
Maynooth,Ontario,NA,NA,"Maynooth, Ontario, Canada",45.2313244,-77.9375008
Mayo,Yukon,NA,NA,"Mayo, Yukon, Canada",63.5926909,-135.8961421
McAdam,New Brunswick,NA,NA,"McAdam, New Brunswick, Canada",45.593776,-67.3265021
McAuley,Manitoba,NA,NA,"McAuley, Manitoba, Canada",53.7618141,-94.5811005
McBride,British Columbia,NA,NA,"McBride, British Columbia, Canada",53.304196,-120.1640704
McCreary,Manitoba,NA,NA,"McCreary, Manitoba, Canada",50.7525914,-99.4213426
McDonalds Corners,Ontario,NA,NA,"McDonalds Corners, Ontario, Canada",44.9646148,-76.4133051
McGregor,Ontario,NA,NA,"McGregor, Ontario, Canada",42.1428944,-82.9697102
McIver`s,Newfoundland,NA,NA,"McIver`s, Newfoundland, Canada",49.0769935,-58.1213484
McKellar,Ontario,NA,NA,"McKellar, Ontario, Canada",48.4102249,-89.2298724
McLeese Lake,British Columbia,NA,NA,"McLeese Lake, British Columbia, Canada",52.4067692,-122.2962843
McLennan,Alberta,NA,NA,"McLennan, Alberta, Canada",55.7108375,-116.901105
McLeod Lake,British Columbia,NA,NA,"McLeod Lake, British Columbia, Canada",54.9889973,-123.0419616
Mcmasterville,Quebec,NA,NA,"Mcmasterville, Quebec, Canada",45.5492232,-73.2302916
Meacham,Saskatchewan,NA,NA,"Meacham, Saskatchewan, Canada",52.1070043,-105.7590118
Meadow Lake,Saskatchewan,NA,NA,"Meadow Lake, Saskatchewan, Canada",54.13026,-108.435059
Meaford,Ontario,NA,NA,"Meaford, Ontario, Canada",44.6069298,-80.5916531
Meander River,Alberta,NA,NA,"Meander River, Alberta, Canada",58.8576618,-117.4748821
Meath Park,Saskatchewan,NA,NA,"Meath Park, Saskatchewan, Canada",53.4425547,-105.369233
Medicine Hat,Alberta,NA,NA,"Medicine Hat, Alberta, Canada",50.04303,-110.679016
Meductic,New Brunswick,NA,NA,"Meductic, New Brunswick, Canada",45.9956435,-67.4859476
Melbourne,Ontario,NA,NA,"Melbourne, Ontario, Canada",42.81678,-81.552242
Melbourne,Quebec,NA,NA,"Melbourne, Quebec, Canada",45.6573352,-72.1483447
Melfort,Saskatchewan,NA,NA,"Melfort, Saskatchewan, Canada",52.8613707,-104.6135544
Melita,Manitoba,NA,NA,"Melita, Manitoba, Canada",49.2691138,-100.9904623
Mellin,Quebec,NA,NA,"Mellin, Quebec, Canada",NA,NA
Melocheville,Quebec,NA,NA,"Melocheville, Quebec, Canada",45.3172529,-73.9327636
Melrose,Nova Scotia,NA,NA,"Melrose, Nova Scotia, Canada",45.2611075,-62.0426556
Melville,Saskatchewan,NA,NA,"Melville, Saskatchewan, Canada",50.9307241,-102.807296
Memramcook,New Brunswick,NA,NA,"Memramcook, New Brunswick, Canada",45.9763743,-64.5669642
Meota,Saskatchewan,NA,NA,"Meota, Saskatchewan, Canada",53.0346657,-108.4559976
Mercier,Quebec,NA,NA,"Mercier, Quebec, Canada",45.310444,-73.746051
Merigomish,Nova Scotia,NA,NA,"Merigomish, Nova Scotia, Canada",45.6302715,-62.4319925
Merlin,Ontario,NA,NA,"Merlin, Ontario, Canada",42.2408775,-82.2314
Merrickville,Ontario,NA,NA,"Merrickville, Ontario, Canada",44.9161119,-75.8369285
Merritt,British Columbia,NA,NA,"Merritt, British Columbia, Canada",50.1124876,-120.7884149
Metabetchouan,Quebec,NA,NA,"Metabetchouan, Quebec, Canada",48.429201,-71.871872
Metcalfe,Ontario,NA,NA,"Metcalfe, Ontario, Canada",45.236218,-75.472641
Meteghan,Nova Scotia,NA,NA,"Meteghan, Nova Scotia, Canada",44.1884125,-66.1614205
Metis-sur-Mer,Quebec,NA,NA,"Metis-sur-Mer, Quebec, Canada",48.675093,-67.993011
Miami,Manitoba,NA,NA,"Miami, Manitoba, Canada",49.3719582,-98.2420661
Mica Creek,British Columbia,NA,NA,"Mica Creek, British Columbia, Canada",52.007839,-118.5664544
Midale,Saskatchewan,NA,NA,"Midale, Saskatchewan, Canada",49.3947073,-103.4113919
Middle Lake,Saskatchewan,NA,NA,"Middle Lake, Saskatchewan, Canada",52.4817146,-105.303508
Middleton,Nova Scotia,NA,NA,"Middleton, Nova Scotia, Canada",44.942431,-65.0680746
Midland,Ontario,NA,NA,"Midland, Ontario, Canada",44.750147,-79.885712
Midway,British Columbia,NA,NA,"Midway, British Columbia, Canada",49.0079724,-118.7736487
Milden,Saskatchewan,NA,NA,"Milden, Saskatchewan, Canada",51.4858925,-107.5200394
Mildmay,Ontario,NA,NA,"Mildmay, Ontario, Canada",44.0427744,-81.1177723
Milestone,Saskatchewan,NA,NA,"Milestone, Saskatchewan, Canada",49.9927904,-104.5142534
Milford Bay,Ontario,NA,NA,"Milford Bay, Ontario, Canada",45.0742281,-79.4830047
Milk River,Alberta,NA,NA,"Milk River, Alberta, Canada",49.1553073,-112.0849664
Millbrook,Ontario,NA,NA,"Millbrook, Ontario, Canada",44.1511443,-78.4475977
Millertown,Newfoundland,NA,NA,"Millertown, Newfoundland, Canada",48.8143761,-56.5405084
Millet,Alberta,NA,NA,"Millet, Alberta, Canada",53.0941031,-113.4719296
Millhaven,Ontario,NA,NA,"Millhaven, Ontario, Canada",44.1948307,-76.7378832
Milltown-Head of Bay D`Espoir,Newfoundland,NA,NA,"Milltown-Head of Bay D`Espoir, Newfoundland, Canada",47.9285285,-55.7284288
Millville,New Brunswick,NA,NA,"Millville, New Brunswick, Canada",46.1310362,-67.1959665
Milo,Alberta,NA,NA,"Milo, Alberta, Canada",50.5685205,-112.8838695
Milton,Ontario,NA,NA,"Milton, Ontario, Canada",43.513671,-79.882817
Milverton,Ontario,NA,NA,"Milverton, Ontario, Canada",43.5658442,-80.9221724
Minaki,Ontario,NA,NA,"Minaki, Ontario, Canada",49.9857864,-94.6691841
Minburn,Alberta,NA,NA,"Minburn, Alberta, Canada",53.4316941,-111.6619364
Mindemoya,Ontario,NA,NA,"Mindemoya, Ontario, Canada",45.7328062,-82.166309
Minden,Ontario,NA,NA,"Minden, Ontario, Canada",44.9254436,-78.72493
Mine Centre,Ontario,NA,NA,"Mine Centre, Ontario, Canada",48.7649666,-92.618367
Ming`s Bight,Newfoundland,NA,NA,"Ming`s Bight, Newfoundland, Canada",49.976838,-56.046753
Miniota,Manitoba,NA,NA,"Miniota, Manitoba, Canada",50.1433011,-101.0354448
Minnedosa,Manitoba,NA,NA,"Minnedosa, Manitoba, Canada",50.249865,-99.8385233
Minto,Manitoba,NA,NA,"Minto, Manitoba, Canada",49.4064427,-100.0231569
Minto,New Brunswick,NA,NA,"Minto, New Brunswick, Canada",46.0776889,-66.0784986
Minton,Saskatchewan,NA,NA,"Minton, Saskatchewan, Canada",49.1652569,-104.5844059
Mirabel,Quebec,NA,NA,"Mirabel, Quebec, Canada",45.6339896,-73.9838775
Miramichi,New Brunswick,NA,NA,"Miramichi, New Brunswick, Canada",47.0298004,-65.4704158
Mirror,Alberta,NA,NA,"Mirror, Alberta, Canada",52.4657704,-113.1077781
Miscou Island,New Brunswick,NA,NA,"Miscou Island, New Brunswick, Canada",47.9553548,-64.534079
Missanabie,Ontario,NA,NA,"Missanabie, Ontario, Canada",48.3121432,-84.0853214
Mission,British Columbia,NA,NA,"Mission, British Columbia, Canada",49.1589351,-122.283583
Mississauga,Ontario,NA,NA,"Mississauga, Ontario, Canada",43.5884727,-79.643658
Mistassini,Quebec,NA,NA,"Mistassini, Quebec, Canada",50.4174084,-73.866225
Mistatim,Saskatchewan,NA,NA,"Mistatim, Saskatchewan, Canada",52.8733733,-103.364333
Mitchell,Ontario,NA,NA,"Mitchell, Ontario, Canada",43.467942,-81.197899
Mohawks Of The Bay of Quinte F,Ontario,NA,NA,"Mohawks Of The Bay of Quinte F, Ontario, Canada",NA,NA
Moisie,Quebec,NA,NA,"Moisie, Quebec, Canada",50.191639,-66.0989843
Molanosa,Saskatchewan,NA,NA,"Molanosa, Saskatchewan, Canada",54.4983669,-105.5537464
Monastery,Nova Scotia,NA,NA,"Monastery, Nova Scotia, Canada",45.6093765,-61.6197489
Moncton,New Brunswick,NA,NA,"Moncton, New Brunswick, Canada",46.0985679,-64.8004265
Monkstown,Newfoundland,NA,NA,"Monkstown, Newfoundland, Canada",47.577695,-54.4301903
Monkton,Ontario,NA,NA,"Monkton, Ontario, Canada",43.58832,-81.0814443
Mont Bechervaise,Quebec,NA,NA,"Mont Bechervaise, Quebec, Canada",48.8523201,-64.5505521
Mont St Gr?goire,Quebec,NA,NA,"Mont St Gr?goire, Quebec, Canada",NA,NA
Mont-Joli,Quebec,NA,NA,"Mont-Joli, Quebec, Canada",48.583875,-68.183899
Mont-Laurier,Quebec,NA,NA,"Mont-Laurier, Quebec, Canada",46.5524071,-75.4968899
Mont-Louis,Quebec,NA,NA,"Mont-Louis, Quebec, Canada",49.2280467,-65.7287196
Mont-Rolland,Quebec,NA,NA,"Mont-Rolland, Quebec, Canada",45.9411345,-74.1195133
Mont-Royal,Quebec,NA,NA,"Mont-Royal, Quebec, Canada",45.5085881,-73.5897111
Mont-St-Hilaire,Quebec,NA,NA,"Mont-St-Hilaire, Quebec, Canada",45.5623512,-73.1918864
Mont-St-Pierre,Quebec,NA,NA,"Mont-St-Pierre, Quebec, Canada",49.2219529,-65.8055706
Mont-Tremblant,Quebec,NA,NA,"Mont-Tremblant, Quebec, Canada",46.11588,-74.5891426
Montague,Prince Edward Island,NA,NA,"Montague, Prince Edward Island, Canada",46.1708855,-62.6538278
Montebello,Quebec,NA,NA,"Montebello, Quebec, Canada",45.6512171,-74.942673
Montmagny,Quebec,NA,NA,"Montmagny, Quebec, Canada",46.8529223,-70.3551125
Montmartre,Saskatchewan,NA,NA,"Montmartre, Saskatchewan, Canada",50.2176095,-103.4483712
Montney,British Columbia,NA,NA,"Montney, British Columbia, Canada",56.4505164,-120.9253289
Montreal,Quebec,NA,NA,"Montreal, Quebec, Canada",45.5031824,-73.5698065
Montreal - Est,Quebec,NA,NA,"Montreal - Est, Quebec, Canada",45.6309797,-73.4977437
Montr?al - Nord,Quebec,NA,NA,"Montr?al - Nord, Quebec, Canada",NA,NA
Montr?al - Ouest,Quebec,NA,NA,"Montr?al - Ouest, Quebec, Canada",NA,NA
Moonbeam,Ontario,NA,NA,"Moonbeam, Ontario, Canada",49.3438828,-82.160043
Moonstone,Ontario,NA,NA,"Moonstone, Ontario, Canada",44.6502303,-79.6765713
Mooretown,Ontario,NA,NA,"Mooretown, Ontario, Canada",42.8399547,-82.466326
Moose Creek,Ontario,NA,NA,"Moose Creek, Ontario, Canada",45.2621096,-74.9697271
Moose Factory,Ontario,NA,NA,"Moose Factory, Ontario, Canada",51.2602173,-80.6032819
Moose Jaw,Saskatchewan,NA,NA,"Moose Jaw, Saskatchewan, Canada",50.3967209,-105.535666
Moose Lake,Manitoba,NA,NA,"Moose Lake, Manitoba, Canada",53.7042681,-100.318775
Moosomin,Saskatchewan,NA,NA,"Moosomin, Saskatchewan, Canada",50.1443787,-101.669059
Moosonee,Ontario,NA,NA,"Moosonee, Ontario, Canada",51.267071,-80.650635
Morden,Manitoba,NA,NA,"Morden, Manitoba, Canada",49.1927055,-98.1014567
Morell,Prince Edward Island,NA,NA,"Morell, Prince Edward Island, Canada",46.4166447,-62.7027732
Morin-Heights,Quebec,NA,NA,"Morin-Heights, Quebec, Canada",45.9024084,-74.249663
Morinville,Alberta,NA,NA,"Morinville, Alberta, Canada",53.8009283,-113.6506625
Morley,Alberta,NA,NA,"Morley, Alberta, Canada",51.1700283,-114.8496742
Morrin,Alberta,NA,NA,"Morrin, Alberta, Canada",51.6604571,-112.7643778
Morris,Manitoba,NA,NA,"Morris, Manitoba, Canada",49.353316,-97.3655648
Morrisburg,Ontario,NA,NA,"Morrisburg, Ontario, Canada",44.8977043,-75.1829545
Morse,Saskatchewan,NA,NA,"Morse, Saskatchewan, Canada",50.4156515,-107.0374402
Morson,Ontario,NA,NA,"Morson, Ontario, Canada",49.1,-94.316667
Mortlach,Saskatchewan,NA,NA,"Mortlach, Saskatchewan, Canada",50.4537478,-106.0674947
Mossbank,Saskatchewan,NA,NA,"Mossbank, Saskatchewan, Canada",49.9402868,-105.9627832
Mount Albert,Ontario,NA,NA,"Mount Albert, Ontario, Canada",44.1368646,-79.3085305
Mount Brydges,Ontario,NA,NA,"Mount Brydges, Ontario, Canada",42.9097165,-81.4957317
Mount Carmel-Mitchells Brook-S,Newfoundland,NA,NA,"Mount Carmel-Mitchells Brook-S, Newfoundland, Canada",47.1543482,-53.472884
Mount Forest,Ontario,NA,NA,"Mount Forest, Ontario, Canada",43.9806979,-80.7338237
Mount Hope,Ontario,NA,NA,"Mount Hope, Ontario, Canada",43.1561412,-79.9161804
Mount Moriah,Newfoundland,NA,NA,"Mount Moriah, Newfoundland, Canada",48.9655456,-58.0449051
Mount Pearl,Newfoundland,NA,NA,"Mount Pearl, Newfoundland, Canada",47.5239607,-52.811664
Mount Pleasant,Ontario,NA,NA,"Mount Pleasant, Ontario, Canada",43.6750771,-79.8225943
Mount Stewart,Prince Edward Island,NA,NA,"Mount Stewart, Prince Edward Island, Canada",46.3664977,-62.8669384
Mount Uniacke,Nova Scotia,NA,NA,"Mount Uniacke, Nova Scotia, Canada",44.895705,-63.8337895
Moyie,British Columbia,NA,NA,"Moyie, British Columbia, Canada",49.2881582,-115.8332061
Mulgrave,Nova Scotia,NA,NA,"Mulgrave, Nova Scotia, Canada",45.6063041,-61.3893897
Mulhurst,Alberta,NA,NA,"Mulhurst, Alberta, Canada",53.0561536,-113.997448
Muncho Lake,British Columbia,NA,NA,"Muncho Lake, British Columbia, Canada",58.9939483,-125.7770163
Mundare,Alberta,NA,NA,"Mundare, Alberta, Canada",53.5940426,-112.3399002
Murdochville,Quebec,NA,NA,"Murdochville, Quebec, Canada",48.9602792,-65.4958325
Murray River,Prince Edward Island,NA,NA,"Murray River, Prince Edward Island, Canada",46.016957,-62.6116863
Musgrave Harbour,Newfoundland,NA,NA,"Musgrave Harbour, Newfoundland, Canada",49.4558508,-53.9583809
Musgravetown,Newfoundland,NA,NA,"Musgravetown, Newfoundland, Canada",48.4158523,-53.8891241
Muskoka,Ontario,NA,NA,"Muskoka, Ontario, Canada",45.1307013,-79.3839611
Muskoka Falls,Ontario,NA,NA,"Muskoka Falls, Ontario, Canada",44.9972386,-79.3029774
Muskrat Dam,Ontario,NA,NA,"Muskrat Dam, Ontario, Canada",53.4028286,-91.7780686
Muskrat Dam First Nation,Ontario,NA,NA,"Muskrat Dam First Nation, Ontario, Canada",53.4103286,-91.7072869
Musquodoboit Harbour,Nova Scotia,NA,NA,"Musquodoboit Harbour, Nova Scotia, Canada",44.7875966,-63.1485406
Mutton Bay,Quebec,NA,NA,"Mutton Bay, Quebec, Canada",50.772965,-59.0286647
Myrnam,Alberta,NA,NA,"Myrnam, Alberta, Canada",53.6589875,-111.2279257
M`Chigeeng,Ontario,NA,NA,"M`Chigeeng, Ontario, Canada",45.8275794,-82.1612354
Nackawic,New Brunswick,NA,NA,"Nackawic, New Brunswick, Canada",45.9949521,-67.2396329
Nahanni Butte,Northwest Territories,NA,NA,"Nahanni Butte, Northwest Territories, Canada",61.0293635,-123.3831792
Naicam,Saskatchewan,NA,NA,"Naicam, Saskatchewan, Canada",52.4165073,-104.4963287
Nain,Newfoundland,NA,NA,"Nain, Newfoundland, Canada",56.5414634,-61.6965963
Nairn,Ontario,NA,NA,"Nairn, Ontario, Canada",43.1116918,-81.5569288
Naiscoutaing First Nation,Ontario,NA,NA,"Naiscoutaing First Nation, Ontario, Canada",NA,NA
Nakina,Ontario,NA,NA,"Nakina, Ontario, Canada",50.178029,-86.7138858
Nakusp,British Columbia,NA,NA,"Nakusp, British Columbia, Canada",50.2396111,-117.7974031
Namao,Alberta,NA,NA,"Namao, Alberta, Canada",53.7162187,-113.492606
Nampa,Alberta,NA,NA,"Nampa, Alberta, Canada",56.0388789,-117.133908
Nanaimo,British Columbia,NA,NA,"Nanaimo, British Columbia, Canada",49.163877,-123.938122
Nantes,Quebec,NA,NA,"Nantes, Quebec, Canada",45.6303741,-71.0208502
Nanticoke,Ontario,NA,NA,"Nanticoke, Ontario, Canada",42.8100954,-80.0728118
Nanton,Alberta,NA,NA,"Nanton, Alberta, Canada",50.3481989,-113.770256
Napanee,Ontario,NA,NA,"Napanee, Ontario, Canada",44.2473883,-76.9505543
Napierville,Quebec,NA,NA,"Napierville, Quebec, Canada",45.18608,-73.4042485
Naramata,British Columbia,NA,NA,"Naramata, British Columbia, Canada",49.5981383,-119.5996165
Natashquan,Quebec,NA,NA,"Natashquan, Quebec, Canada",50.1839077,-61.8174062
Navan,Ontario,NA,NA,"Navan, Ontario, Canada",45.421106,-75.425949
Nedelec,Quebec,NA,NA,"Nedelec, Quebec, Canada",47.6919594,-79.4270179
Neepawa,Manitoba,NA,NA,"Neepawa, Manitoba, Canada",50.2284172,-99.4664008
Neguac,New Brunswick,NA,NA,"Neguac, New Brunswick, Canada",47.2469012,-65.0767222
Neidpath,Saskatchewan,NA,NA,"Neidpath, Saskatchewan, Canada",50.224221,-107.2471876
Neilburg,Saskatchewan,NA,NA,"Neilburg, Saskatchewan, Canada",52.8376602,-109.6279954
Nelson,British Columbia,NA,NA,"Nelson, British Columbia, Canada",49.494891,-117.290039
Nelson House,Manitoba,NA,NA,"Nelson House, Manitoba, Canada",55.7874215,-98.8953091
Nepean,Ontario,NA,NA,"Nepean, Ontario, Canada",45.2862008,-75.7512324
Nephton,Ontario,NA,NA,"Nephton, Ontario, Canada",44.6279715,-77.992785
Nestor Falls,Ontario,NA,NA,"Nestor Falls, Ontario, Canada",49.1109791,-93.9261533
Neudorf,Saskatchewan,NA,NA,"Neudorf, Saskatchewan, Canada",50.7136022,-103.0120907
Neustadt,Ontario,NA,NA,"Neustadt, Ontario, Canada",44.0778278,-81.0006627
Neuville,Quebec,NA,NA,"Neuville, Quebec, Canada",46.698199,-71.584854000000007
Neville,Saskatchewan,NA,NA,"Neville, Saskatchewan, Canada",49.9628,-107.627388
New Aiyansh,British Columbia,NA,NA,"New Aiyansh, British Columbia, Canada",55.1984114,-129.0728649
New Carlisle,Quebec,NA,NA,"New Carlisle, Quebec, Canada",48.008789,-65.324508
New Dayton,Alberta,NA,NA,"New Dayton, Alberta, Canada",49.4221676,-112.3778947
New Denmark,New Brunswick,NA,NA,"New Denmark, New Brunswick, Canada",46.9961419,-67.5961285
New Denver,British Columbia,NA,NA,"New Denver, British Columbia, Canada",49.9903309,-117.3771836
New Dundee,Ontario,NA,NA,"New Dundee, Ontario, Canada",43.3494762,-80.5361027
New Germany,Nova Scotia,NA,NA,"New Germany, Nova Scotia, Canada",44.5456054,-64.7251878
New Glasgow,Nova Scotia,NA,NA,"New Glasgow, Nova Scotia, Canada",45.5869474,-62.6483547
New Glasgow,Quebec,NA,NA,"New Glasgow, Quebec, Canada",45.8353785,-73.8758078
New Hamburg,Ontario,NA,NA,"New Hamburg, Ontario, Canada",43.3784216,-80.7097716
New Harbour,Newfoundland,NA,NA,"New Harbour, Newfoundland, Canada",47.5925848,-53.5432709
New Haven,Prince Edward Island,NA,NA,"New Haven, Prince Edward Island, Canada",46.219595,-63.2979831
New Liskeard,Ontario,NA,NA,"New Liskeard, Ontario, Canada",47.508731,-79.6789029
New London,Prince Edward Island,NA,NA,"New London, Prince Edward Island, Canada",46.4644965,-63.5111877
New Norway,Alberta,NA,NA,"New Norway, Alberta, Canada",52.8690148,-112.9521188
New Perlican,Newfoundland,NA,NA,"New Perlican, Newfoundland, Canada",47.9105794,-53.3547296
New Richmond,Quebec,NA,NA,"New Richmond, Quebec, Canada",48.1651194,-65.8655584
